diff,expected_message,prompt_style,inference_message
"diff --git a/src/main/java/dtest/actions/ExecuteRegex.java b/src/main/java/dtest/actions/ExecuteRegex.java
index <HASH>..<HASH> 100644
--- a/src/main/java/dtest/actions/ExecuteRegex.java
+++ b/src/main/java/dtest/actions/ExecuteRegex.java
@@ -37,6 +37,8 @@ public class ExecuteRegex extends TestAction {
             for (int groupNumber = 0; groupNumber <= matcher.groupCount(); groupNumber++) {

                 this.writeOutput(String.format(""group%d"", groupNumber), matcher.group(groupNumber));

             }

+        } else {

+            throw new RuntimeException(""The regular expression didn't match the specified text."");

         }

     }

 }",fix(ExecuteRegex): properly handle failed match,feature,Add exception handling to throw a RuntimeException when the regular expression doesn't match the specified text.
"diff --git a/src/main/java/com/semanticcms/autogit/servlet/AutoGit.java b/src/main/java/com/semanticcms/autogit/servlet/AutoGit.java
index <HASH>..<HASH> 100644
--- a/src/main/java/com/semanticcms/autogit/servlet/AutoGit.java
+++ b/src/main/java/com/semanticcms/autogit/servlet/AutoGit.java
@@ -22,9 +22,9 @@
  */
 package com.semanticcms.autogit.servlet;
 
+import com.aoindustries.exception.WrappedException;
 import com.aoindustries.lang.ProcessResult;
 import com.aoindustries.lang.Strings;
-import com.aoindustries.util.WrappedException;
 import com.semanticcms.autogit.model.GitStatus;
 import com.semanticcms.autogit.model.State;
 import com.semanticcms.autogit.model.UncommittedChange;","Moved a few exceptions to the new com.aoindustries.exception package:

NotImplementedException
WrappedException
WrappedExceptions",feature,Refactor import statements to use the updated package location for WrappedException.
"diff --git a/src/tuwien/auto/calimero/mgmt/Destination.java b/src/tuwien/auto/calimero/mgmt/Destination.java
index <HASH>..<HASH> 100644
--- a/src/tuwien/auto/calimero/mgmt/Destination.java
+++ b/src/tuwien/auto/calimero/mgmt/Destination.java
@@ -164,6 +164,10 @@ public class Destination
 		 */
 		public void run()
 		{
+			// with keep-alive we do not disconnect on timeout
+			if (d.alive)
+				return;
+
 			final int state = d.getState();
 			if (state != DISCONNECTED && state != DESTROYED)
 				try {",Add partial implementation of keep-alive to not disconnect on timeout,feature,Add keep-alive functionality to prevent disconnection on timeout in Destination class.
"diff --git a/alib/src/main/java/net/darkmist/alib/collection/MemCachedStaticSet.java b/alib/src/main/java/net/darkmist/alib/collection/MemCachedStaticSet.java
index <HASH>..<HASH> 100644
--- a/alib/src/main/java/net/darkmist/alib/collection/MemCachedStaticSet.java
+++ b/alib/src/main/java/net/darkmist/alib/collection/MemCachedStaticSet.java
@@ -12,7 +12,7 @@ public class MemCachedStaticSet<T> extends MemCachedRef<Set<T>> implements Set<T
 {
 	protected final T[] array;
 
-	public MemCachedStaticSet(T[] array)
+	public MemCachedStaticSet(T...array)
 	{
 		this.array = array;
 	}",change MemCachedStaticSet to take vargs instead of just an array,feature,Refactor constructor to accept varargs for improved flexibility in MemCachedStaticSet initialization.
"diff --git a/src/main/java/com/github/susom/database/Schema.java b/src/main/java/com/github/susom/database/Schema.java
index <HASH>..<HASH> 100644
--- a/src/main/java/com/github/susom/database/Schema.java
+++ b/src/main/java/com/github/susom/database/Schema.java
@@ -844,7 +844,11 @@ public class Schema {
     for (Table table : tables) {
       for (Index index : table.indexes) {
         Sql sql = new Sql();
-        sql.append(""create index "");
+        sql.append(""create "");
+        if (index.unique) {
+          sql.append(""unique "");
+        }
+        sql.append(""index "");
         sql.append(index.name);
         sql.append("" on "");
         sql.append(table.name);",Actually create unique indexes when Index.unique() is called,feature,Add support for creating unique indexes in the schema generation process.
"diff --git a/src/java/azkaban/executor/ExecutableFlow.java b/src/java/azkaban/executor/ExecutableFlow.java
index <HASH>..<HASH> 100644
--- a/src/java/azkaban/executor/ExecutableFlow.java
+++ b/src/java/azkaban/executor/ExecutableFlow.java
@@ -89,7 +89,8 @@ public class ExecutableFlow extends ExecutableFlowBase {
 	protected void setFlow(Project project, Flow flow) {
 		super.setFlow(project, flow);
 		executionOptions = new ExecutionOptions();
-
+		executionOptions.setMailCreator(flow.getMailCreator());
+		
 		if (flow.getSuccessEmails() != null) {
 			executionOptions.setSuccessEmails(flow.getSuccessEmails());
 		}",Fixed bug in ExecutableFlow where we were not setting the MailCreator (which messed up Reportal reports),feature,Add functionality to set mail creator in execution options within ExecutableFlow.
"diff --git a/stats/src/main/java/io/airlift/stats/PauseMeter.java b/stats/src/main/java/io/airlift/stats/PauseMeter.java
index <HASH>..<HASH> 100644
--- a/stats/src/main/java/io/airlift/stats/PauseMeter.java
+++ b/stats/src/main/java/io/airlift/stats/PauseMeter.java
@@ -98,7 +98,7 @@ public class PauseMeter
 
                 long pauseNanos = delta - shortestObservableInterval;
                 synchronized (histogram) {
-                    histogram.recordValueWithExpectedInterval(pauseNanos, sleepNanos);
+                    histogram.recordValue(pauseNanos);
                     totalPauseNanos += pauseNanos;
                 }
             }","Don't compensate for ""lost"" measurements

It produces non-intuitive results when measuring actual
pauses.",feature,Refactor `PauseMeter` to use `recordValue` instead of `recordValueWithExpectedInterval` for improved accuracy in pause time recording.
"diff --git a/main/java/uk/co/real_logic/sbe/xml/XmlSchemaParser.java b/main/java/uk/co/real_logic/sbe/xml/XmlSchemaParser.java
index <HASH>..<HASH> 100644
--- a/main/java/uk/co/real_logic/sbe/xml/XmlSchemaParser.java
+++ b/main/java/uk/co/real_logic/sbe/xml/XmlSchemaParser.java
@@ -64,8 +64,6 @@ public class XmlSchemaParser
         throws Exception
     {
         final DocumentBuilderFactory factory = DocumentBuilderFactory.newInstance();
-        factory.setXIncludeAware(true);
-        factory.setNamespaceAware(true);
 
         final String xsdFilename = System.getProperty(SbeTool.VALIDATION_XSD);
         if (xsdFilename != null)",Removed validation of xml namespaces and xinclude.,feature,Remove XInclude and namespace awareness settings from XML schema parser initialization.
"diff --git a/drools-compiler/src/main/java/org/drools/compiler/kie/builder/impl/KieBuilderImpl.java b/drools-compiler/src/main/java/org/drools/compiler/kie/builder/impl/KieBuilderImpl.java
index <HASH>..<HASH> 100644
--- a/drools-compiler/src/main/java/org/drools/compiler/kie/builder/impl/KieBuilderImpl.java
+++ b/drools-compiler/src/main/java/org/drools/compiler/kie/builder/impl/KieBuilderImpl.java
@@ -300,7 +300,7 @@ public class KieBuilderImpl
         return getKieModule(false);
     }
 
-    KieModule getKieModuleIgnoringErrors() {
+    public KieModule getKieModuleIgnoringErrors() {
         return getKieModule(true);
     }",allow to get the KieModule from the InternalKieBuilder even if there are errors,feature,Made the method `getKieModuleIgnoringErrors` public to allow external access to KieModule retrieval without error checks.
"diff --git a/src-setup/org/opencms/setup/CmsAutoSetup.java b/src-setup/org/opencms/setup/CmsAutoSetup.java
index <HASH>..<HASH> 100644
--- a/src-setup/org/opencms/setup/CmsAutoSetup.java
+++ b/src-setup/org/opencms/setup/CmsAutoSetup.java
@@ -111,6 +111,7 @@ public class CmsAutoSetup {
                 System.out.println(e.getMessage());

                 System.out.println(""Please have a look into the opencms log file for detailed information."");

                 LOG.error(e.getMessage(), e);

+                System.exit(1);

             }

         } else {

             System.out.println("""");","Changed return code to 1 for the case where errors happen during
auto-setup.",feature,Add system exit call with status code 1 for error handling in CmsAutoSetup.
"diff --git a/slf4j-api/src/main/java/org/slf4j/event/EventRecodingLogger.java b/slf4j-api/src/main/java/org/slf4j/event/EventRecodingLogger.java
index <HASH>..<HASH> 100755
--- a/slf4j-api/src/main/java/org/slf4j/event/EventRecodingLogger.java
+++ b/slf4j-api/src/main/java/org/slf4j/event/EventRecodingLogger.java
@@ -224,7 +224,7 @@ public class EventRecodingLogger implements Logger {
     }
 
     public void warn(Marker marker, String format, Object arg) {
-        recordEvent(Level.WARN, format, new Object[] { arg }, null);
+        recordEvent(Level.WARN, marker, format, new Object[] { arg }, null);
     }
 
     public void warn(Marker marker, String format, Object arg1, Object arg2) {",SLF4j-<I>: add missing marker in one of the warn methods,feature,Enhance warn method to include Marker parameter in event recording for improved logging context.
"diff --git a/src/main/java/io/github/bonigarcia/wdm/webdriver/OptionsWithArguments.java b/src/main/java/io/github/bonigarcia/wdm/webdriver/OptionsWithArguments.java
index <HASH>..<HASH> 100644
--- a/src/main/java/io/github/bonigarcia/wdm/webdriver/OptionsWithArguments.java
+++ b/src/main/java/io/github/bonigarcia/wdm/webdriver/OptionsWithArguments.java
@@ -35,6 +35,8 @@ import org.openqa.selenium.remote.CapabilityType;
  */
 public class OptionsWithArguments extends MutableCapabilities {
 
+    private static final long serialVersionUID = -5948442823984189597L;
+
     private String capability;
 
     private List<String> args = new ArrayList<>();",Include generated serial uid in options class,feature,Add serialVersionUID to OptionsWithArguments class for serialization compatibility.
"diff --git a/core/src/main/java/cucumber/api/DataTable.java b/core/src/main/java/cucumber/api/DataTable.java
index <HASH>..<HASH> 100644
--- a/core/src/main/java/cucumber/api/DataTable.java
+++ b/core/src/main/java/cucumber/api/DataTable.java
@@ -143,7 +143,7 @@ public class DataTable {
      * @param other the other table to diff with.
      * @throws TableDiffException if the tables are different.
      */
-    void diff(DataTable other) throws TableDiffException {
+    public void diff(DataTable other) throws TableDiffException {
         new TableDiffer(this, other).calculateDiffs();
     }",Restore ability to diff with another DataTable,feature,Made the `diff` method in `DataTable` class public to allow external access for table comparison.
"diff --git a/eclipse-project/src/com/stanfy/utils/ApplicationServiceSupport.java b/eclipse-project/src/com/stanfy/utils/ApplicationServiceSupport.java
index <HASH>..<HASH> 100644
--- a/eclipse-project/src/com/stanfy/utils/ApplicationServiceSupport.java
+++ b/eclipse-project/src/com/stanfy/utils/ApplicationServiceSupport.java
@@ -62,6 +62,7 @@ abstract class ApplicationServiceSupport<T extends IInterface> implements Servic
    * Destroy the service connection.

    */

   public void unbind() {

+    if (serviceObject == null) { return; }

     serviceObject = null;

     final Context context = contextRef.get();

     if (DEBUG) { Log.v(TAG, ""Unbind "" + context); }",do not unbind if we do not have a connection object,feature,Add null check for serviceObject in unbind method to prevent unnecessary operations.
"diff --git a/jacorb/src/main/java/org/jboss/as/jacorb/naming/SerializableORB.java b/jacorb/src/main/java/org/jboss/as/jacorb/naming/SerializableORB.java
index <HASH>..<HASH> 100644
--- a/jacorb/src/main/java/org/jboss/as/jacorb/naming/SerializableORB.java
+++ b/jacorb/src/main/java/org/jboss/as/jacorb/naming/SerializableORB.java
@@ -152,7 +152,7 @@ public class SerializableORB extends ORB implements Serializable {
         return delegate.create_operation_list(oper);
     }
 
-    @Override
+    //@Override Intellij keeps JDK in front
     public NVList create_operation_list(OperationDef operationDef) {
         return delegate.create_operation_list(operationDef);
     }",Intellij keeps JDK ORB class in front,feature,Remove @Override annotation from create_operation_list method due to compatibility issues with IntelliJ and JDK.
"diff --git a/bb/RubyVM/src2/com/rho/sync/SyncUtil.java b/bb/RubyVM/src2/com/rho/sync/SyncUtil.java
index <HASH>..<HASH> 100644
--- a/bb/RubyVM/src2/com/rho/sync/SyncUtil.java
+++ b/bb/RubyVM/src2/com/rho/sync/SyncUtil.java
@@ -558,7 +558,7 @@ public class SyncUtil {
 			where.add(PerstLiteAdapter.SOURCE_ID, createInteger(id));
 			
 			adapter.updateIntoTable(createString(SyncConstants.SOURCES_TABLE), values, where);
-			adapter.deleteAllFromTable(createString(SyncConstants.CLIENT_INFO));			
+			//adapter.deleteAllFromTable(createString(SyncConstants.CLIENT_INFO));			
 		}
 		
 		return true;",Commented out db clear after login on BB to fix loading second copy of data due to new client id,feature,Commented out the deletion of all entries from the CLIENT_INFO table to preserve client data during updates.
"diff --git a/src/main/java/com/yahoo/sketches/theta/HeapQuickSelectSketch.java b/src/main/java/com/yahoo/sketches/theta/HeapQuickSelectSketch.java
index <HASH>..<HASH> 100644
--- a/src/main/java/com/yahoo/sketches/theta/HeapQuickSelectSketch.java
+++ b/src/main/java/com/yahoo/sketches/theta/HeapQuickSelectSketch.java
@@ -41,9 +41,9 @@ class HeapQuickSelectSketch extends HeapUpdateSketch {
   private final int preambleLongs_;
   private int lgArrLongs_;
   private int hashTableThreshold_;  //never serialized
-  private int curCount_;
-  private long thetaLong_;
-  private boolean empty_;
+  int curCount_;
+  long thetaLong_;
+  boolean empty_;
 
   private long[] cache_;","make curCount, thetaLong and empty non final.",feature,"Refactored access modifiers for curCount_, thetaLong_, and empty_ from private to package-private to enhance accessibility within the package."
"diff --git a/core/src/main/java/com/github/gumtreediff/actions/model/Update.java b/core/src/main/java/com/github/gumtreediff/actions/model/Update.java
index <HASH>..<HASH> 100644
--- a/core/src/main/java/com/github/gumtreediff/actions/model/Update.java
+++ b/core/src/main/java/com/github/gumtreediff/actions/model/Update.java
@@ -43,7 +43,7 @@ public class Update extends Action {
 
     @Override
     public String toString() {
-        return getName() + "" "" + node.toString() + "" from "" + node.getLabel() + "" to "" + value;
+        return getName() + "" "" + node.toShortString() + "" from "" + node.getLabel() + "" to "" + value;
     }
 
     @Override",replace toString by toShortString. fix #<I>,feature,Enhance Update action's toString method by using node's short string representation for improved readability.
"diff --git a/src/main/java/io/minio/objectstorage/client/messages/ListPartsResult.java b/src/main/java/io/minio/objectstorage/client/messages/ListPartsResult.java
index <HASH>..<HASH> 100644
--- a/src/main/java/io/minio/objectstorage/client/messages/ListPartsResult.java
+++ b/src/main/java/io/minio/objectstorage/client/messages/ListPartsResult.java
@@ -71,6 +71,14 @@ public class ListPartsResult extends XmlEntity {
 	this.storageClass = storageClass;
     }
 
+    public Initiator getInitiator() {
+	return initiator;
+    }
+
+    public void setInitiator(Initiator initiator) {
+	this.initiator = initiator;
+    }
+
     public Owner getOwner() {
 	return owner;
     }",Add missing get/setInitiator functions from previous commit,feature,Add getter and setter methods for the 'initiator' field in ListPartsResult class.
"diff --git a/src/net/jeremybrooks/jinx/api/FavoritesApi.java b/src/net/jeremybrooks/jinx/api/FavoritesApi.java
index <HASH>..<HASH> 100644
--- a/src/net/jeremybrooks/jinx/api/FavoritesApi.java
+++ b/src/net/jeremybrooks/jinx/api/FavoritesApi.java
@@ -252,7 +252,7 @@ public class FavoritesApi {
 	    params.put(""page"", Integer.toString(page));
 	}
 
-	Document doc = Jinx.getInstance().callFlickr(params);
+	Document doc = Jinx.getInstance().callFlickr(params, false);
 
 	return PhotosApi.getInstance().parsePhotosXml(doc);
     }",Added Serializable. Fixed a method that did not require authentication.,feature,Add optional parameter to callFlickr method to enhance API request handling.
"diff --git a/platform/bb/rhodes/src/com/rho/location/GeoLocationAsync.java b/platform/bb/rhodes/src/com/rho/location/GeoLocationAsync.java
index <HASH>..<HASH> 100644
--- a/platform/bb/rhodes/src/com/rho/location/GeoLocationAsync.java
+++ b/platform/bb/rhodes/src/com/rho/location/GeoLocationAsync.java
@@ -34,6 +34,8 @@ public class GeoLocationAsync {
 					  m_lon = coord.getLongitude();
 					  m_bDetermined = true;
 					}
+					LOG.TRACE(""GetLocation - latitude: "" + Double.toString(m_lat));
+					LOG.TRACE(""GetLocation - longitude: "" + Double.toString(m_lon));
 				}else
 					LOG.INFO(""GetLocation - getQualifiedCoordinates: return null."");
 			}else",Add more log tracing to BB GPS implementation,feature,Add detailed logging for latitude and longitude in GeoLocationAsync.
"diff --git a/redisson/src/main/java/org/redisson/pubsub/AsyncSemaphore.java b/redisson/src/main/java/org/redisson/pubsub/AsyncSemaphore.java
index <HASH>..<HASH> 100644
--- a/redisson/src/main/java/org/redisson/pubsub/AsyncSemaphore.java
+++ b/redisson/src/main/java/org/redisson/pubsub/AsyncSemaphore.java
@@ -76,7 +76,7 @@ public class AsyncSemaphore {
         
     }
     
-    private int counter;
+    private volatile int counter;
     private final Set<Entry> listeners = new LinkedHashSet<Entry>();
 
     public AsyncSemaphore(int permits) {",Fixed - AsyncSemaphore counter field should be volatile. #<I>,feature,Make the counter variable volatile to ensure thread-safe operations in AsyncSemaphore.
"diff --git a/findbugs/src/java/edu/umd/cs/findbugs/ba/BasicBlock.java b/findbugs/src/java/edu/umd/cs/findbugs/ba/BasicBlock.java
index <HASH>..<HASH> 100644
--- a/findbugs/src/java/edu/umd/cs/findbugs/ba/BasicBlock.java
+++ b/findbugs/src/java/edu/umd/cs/findbugs/ba/BasicBlock.java
@@ -64,7 +64,7 @@ public class BasicBlock implements Comparable, Debug {
 		nullCheckInstructionSet.set(Constants.SASTORE);
 		nullCheckInstructionSet.set(Constants.MONITORENTER);
 		nullCheckInstructionSet.set(Constants.MONITOREXIT);
-		nullCheckInstructionSet.set(Constants.ATHROW);
+		//nullCheckInstructionSet.set(Constants.ATHROW);
 		// Any others?
 	}","Don't add ATHROW to null check instruction set - causes problems
in CFG construction.  Need to investigate.


git-svn-id: <URL>",feature,Commented out the ATHROW constant from the nullCheckInstructionSet to modify the null check behavior in BasicBlock.
"diff --git a/src/main/java/com/relayrides/pushy/apns/ApnsClient.java b/src/main/java/com/relayrides/pushy/apns/ApnsClient.java
index <HASH>..<HASH> 100644
--- a/src/main/java/com/relayrides/pushy/apns/ApnsClient.java
+++ b/src/main/java/com/relayrides/pushy/apns/ApnsClient.java
@@ -205,6 +205,8 @@ public class ApnsClient<T extends ApnsPushNotification> {
         });
     }
 
+    // TODO Expose connection/handshake timeout settings
+
     /**
      * <p>Connects to the given APNs gateway on the default (HTTPS) port ({@value DEFAULT_APNS_PORT}).</p>
      *",Added a TODO for connection timeouts.,feature,Add TODO comment to expose connection/handshake timeout settings in ApnsClient.
"diff --git a/ninio-core/src/main/java/com/davfx/ninio/core/InMemoryCache.java b/ninio-core/src/main/java/com/davfx/ninio/core/InMemoryCache.java
index <HASH>..<HASH> 100644
--- a/ninio-core/src/main/java/com/davfx/ninio/core/InMemoryCache.java
+++ b/ninio-core/src/main/java/com/davfx/ninio/core/InMemoryCache.java
@@ -306,6 +306,10 @@ public final class InMemoryCache {
 				}
 				
 				data = subs.data;
+				
+				if (data != null) {
+					send = false;
+				}
 
 				if (send || (data == null)) {
 					subs.subs.put(context.sub, null);",InMemoryCache: No request send when data is available,feature,Add condition to prevent sending data if it is not null in InMemoryCache.
"diff --git a/Tests/test/org/bimserver/tests/AllTests.java b/Tests/test/org/bimserver/tests/AllTests.java
index <HASH>..<HASH> 100644
--- a/Tests/test/org/bimserver/tests/AllTests.java
+++ b/Tests/test/org/bimserver/tests/AllTests.java
@@ -94,7 +94,7 @@ public class AllTests {
 		BimServerConfig config = new BimServerConfig();

 		config.setHomeDir(home);

 		config.setStartEmbeddedWebServer(true);

-		config.setPort(8080);

+		config.setPort(7010);

 		config.setResourceFetcher(new LocalDevelopmentResourceFetcher(Paths.get(""../"")));

 		config.setClassPath(System.getProperty(""java.class.path""));",Changed test port to <I>,feature,Change default server port from 8080 to 7010 in AllTests configuration.
"diff --git a/src/org/jgroups/protocols/pbcast/FLUSH.java b/src/org/jgroups/protocols/pbcast/FLUSH.java
index <HASH>..<HASH> 100644
--- a/src/org/jgroups/protocols/pbcast/FLUSH.java
+++ b/src/org/jgroups/protocols/pbcast/FLUSH.java
@@ -548,8 +548,8 @@ public class FLUSH extends Protocol {
     }
     
     private void sendUnBlockUpToChannel() {
-        up_prot.up(new Event(Event.UNBLOCK));
         sentBlock.set(false);
+        up_prot.up(new Event(Event.UNBLOCK));       
     }
 
     private boolean isCurrentFlushMessage(FlushHeader fh) {",eliminating thread race that removed BLOCK/UNBLOCK events in certain cases,feature,Reordered the setting of `sentBlock` flag and sending `UNBLOCK` event to ensure proper sequence in `sendUnBlockUpToChannel` method.
"diff --git a/thin/base/db/base/src/main/java/org/jbundle/thin/base/db/Constants.java b/thin/base/db/base/src/main/java/org/jbundle/thin/base/db/Constants.java
index <HASH>..<HASH> 100644
--- a/thin/base/db/base/src/main/java/org/jbundle/thin/base/db/Constants.java
+++ b/thin/base/db/base/src/main/java/org/jbundle/thin/base/db/Constants.java
@@ -146,7 +146,6 @@ public interface Constants extends Constant
     public static final int PREVIOUS_RECORD = -1;
     /**
      * The TEMP_KEY_AREA are a temporary copy of the fields that belong to a key.
-     * @see FILE_KEY_AREA.
      */
     public static final int TEMP_KEY_AREA = 1;",Update external repo to include correct soap archives,feature,Remove outdated reference to FILE_KEY_AREA in the TEMP_KEY_AREA documentation comment.
"diff --git a/src/test/java/com/brettonw/bag/BagArrayTest.java b/src/test/java/com/brettonw/bag/BagArrayTest.java
index <HASH>..<HASH> 100644
--- a/src/test/java/com/brettonw/bag/BagArrayTest.java
+++ b/src/test/java/com/brettonw/bag/BagArrayTest.java
@@ -182,7 +182,7 @@ public class BagArrayTest {
         BagObject bagObject = new BagObject ()
                 .put (""a"", new BagArray ()
                         .add (new BagObject ()
-                            .put (""x"", ""y"")
+                                .put (""x"", ""y"")
                         )
                 );
         AppTest.report (bagObject.getString (""a/#first/x""), ""y"", ""Hierarchical indexing of arrays using strings - 1"");",and a teensy bit more cleanup,feature,Fix indentation in BagArrayTest for improved code readability.
