diff,expected_message,prompt_style,inference_message
"diff --git a/dosagelib/singleton.py b/dosagelib/singleton.py
index <HASH>..<HASH> 100644
--- a/dosagelib/singleton.py
+++ b/dosagelib/singleton.py
@@ -32,7 +32,7 @@ class SingleInstance(object):
         """"""Create an exclusive lockfile or exit with an error and the given
         exit code.""""""
         self.initialized = False
-        scriptname = os.path.splitext(os.path.abspath(sys.argv[0]))[0]
+        scriptname = os.path.splitext(os.path.realpath(sys.argv[0]))[0]
         lockname = scriptname.replace(""/"", ""-"").replace("":"", """").replace(""\\"", ""-"")
         if flavor_id:
             lockname += ""-%s"" % flavor_id",Use realpath to detect symlinked instances.,rag_few_shot,"Fix: Use realpath to detect symlinked instances

The script now uses `os.path.realpath` instead of `os.path.abspath` to resolve the script's path. This change ensures that symlinked instances of the script are correctly detected as the same instance, preventing multiple instances from running simultaneously."
"diff --git a/pefile.py b/pefile.py
index <HASH>..<HASH> 100644
--- a/pefile.py
+++ b/pefile.py
@@ -5425,3 +5425,10 @@ class PE:
             return section_alignment * ( val / section_alignment )
         return val
 
+
+if __name__ == '__main__':
+    import sys
+    if not sys.argv[1:]:
+        print('pefile.py <filename>')
+    else:
+        print(PE(sys.argv[1]).dump_info())","Use ""python -m pefile"" to get printed dump",rag_few_shot,Add command line execution capability with usage message
"diff --git a/salt/modules/schedule.py b/salt/modules/schedule.py
index <HASH>..<HASH> 100644
--- a/salt/modules/schedule.py
+++ b/salt/modules/schedule.py
@@ -14,7 +14,7 @@ import yaml
 
 import salt.utils
 import salt.utils.odict
-import six
+import salt.utils.six as six
 
 __proxyenabled__ = ['*']",Replaced import six in file /salt/modules/schedule.py,rag_few_shot,Replaced import six in file /salt/modules/schedule.py
"diff --git a/johnny/settings.py b/johnny/settings.py
index <HASH>..<HASH> 100644
--- a/johnny/settings.py
+++ b/johnny/settings.py
@@ -10,7 +10,6 @@ BLACKLIST = getattr(settings, 'MAN_IN_BLACKLIST',
             getattr(settings, 'JOHNNY_TABLE_BLACKLIST', []))
 BLACKLIST = set(BLACKLIST)
 
-# XXX: I've forgotten what JOHNNY_CACHE_KEY is exactly..
 if django.VERSION[1] >= 2:
     DB_CACHE_KEYS = dict((name, db.get('JOHNNY_CACHE_KEY', name))
                      for name, db in settings.DATABASES.iteritems())",I remember what johnny_cache_key is now :),rag_few_shot,Note what johnny_cache_key is now :)
"diff --git a/setup.py b/setup.py
index <HASH>..<HASH> 100644
--- a/setup.py
+++ b/setup.py
@@ -32,7 +32,7 @@ from setuptools import setup, find_packages, Extension
 from mwparserfromhell import __version__
 from mwparserfromhell.compat import py26, py3k
 
-with open(""README.rst"") as fp:
+with open(""README.rst"", **{'encoding':'utf-8'} if py3k else {}) as fp:
     long_docs = fp.read()
 
 tokenizer = Extension(""mwparserfromhell.parser._tokenizer"",","Force opening README.rst as utf-8

Causes issues if the locale is not set to utf-8",rag_few_shot,Fix UnicodeDecodeError when opening README.rst in setup.py on Python 3.
"diff --git a/tmuxp/cli.py b/tmuxp/cli.py
index <HASH>..<HASH> 100644
--- a/tmuxp/cli.py
+++ b/tmuxp/cli.py
@@ -42,11 +42,15 @@ def get_cwd():
     return os.getcwd()
 
 
-def tmuxp_echo(message=None, log_level='INFO', **click_kwargs):
+def tmuxp_echo(message=None, log_level='INFO', style_log=False, **click_kwargs):
     """"""
     Combines logging.log and click.echo
     """"""
-    logger.log(log.LOG_LEVELS[log_level], click.unstyle(message))
+    if style_log:
+        logger.log(log.LOG_LEVELS[log_level], message)
+    else:
+        logger.log(log.LOG_LEVELS[log_level], click.unstyle(message))
+
     click.echo(message, **click_kwargs)",adding a style switch to the log,rag_few_shot,"feat: add style_log option to tmuxp_echo

This allows logging messages with or without click styling."
"diff --git a/lib/svtplay_dl/__init__.py b/lib/svtplay_dl/__init__.py
index <HASH>..<HASH> 100644
--- a/lib/svtplay_dl/__init__.py
+++ b/lib/svtplay_dl/__init__.py
@@ -89,7 +89,8 @@ def get_media(url, options):
                 return
 
         episodes = stream.find_all_episodes(options)
-
+        if episodes is None:
+            return
         for idx, o in enumerate(episodes):
             if o == url:
                 substream = stream","get_media: do not try to parse episodes when we can’t find any.

this fixes #<I>",rag_few_shot,"get_media: Do not try to parse episodes if none are found

This commit adds a check to ensure that the `episodes` variable is not None before attempting to iterate over it. This prevents a potential error when `stream.find_all_episodes(options)` returns None, indicating that no episodes were found."
"diff --git a/subscriptions/tasks.py b/subscriptions/tasks.py
index <HASH>..<HASH> 100644
--- a/subscriptions/tasks.py
+++ b/subscriptions/tasks.py
@@ -278,9 +278,9 @@ class SendNextMessage(Task):
         l.debug(""saving subscription"")
         subscription.save()
 
-        l.debug(""firing post_send_process task"")
-        post_send_process.apply_async(args=[subscription_id])
-        l.debug(""fired post_send_process task"")
+        l.debug(""starting post_send_process task"")
+        post_send_process(subscription_id)
+        l.debug(""finished post_send_process task"")
 
         l.debug(""Firing SMS/OBD calls sent per message set metric"")
         send_type = utils.normalise_metric_name(",Make post send process not async,rag_few_shot,Make post_send_process not async
"diff --git a/morango/models.py b/morango/models.py
index <HASH>..<HASH> 100644
--- a/morango/models.py
+++ b/morango/models.py
@@ -308,7 +308,7 @@ class SyncableModel(UUIDModelMixin):
 
     @staticmethod
     def compute_namespaced_id(partition_value, source_id_value, model_name):
-        return sha2_uuid(partition_value, source_id_value)
+        return sha2_uuid(partition_value, source_id_value, model_name)
 
     def calculate_uuid(self):
         self._morango_source_id = self.calculate_source_id()",Add model_name to sha calc.,rag_few_shot,Refactor: Pass model_name to sha2_uuid for namespaced ID calculation
"diff --git a/pyprf_feature/analysis/pyprf_main.py b/pyprf_feature/analysis/pyprf_main.py
index <HASH>..<HASH> 100644
--- a/pyprf_feature/analysis/pyprf_main.py
+++ b/pyprf_feature/analysis/pyprf_main.py
@@ -314,7 +314,7 @@ def pyprf(strCsvCnfg, lgcTest=False):  #noqa
     print('---------Exporting results')
 
     # Save nii results:
-    for idxOut in range(0, 6):
+    for idxOut in range(0, len(lstNiiNames)):
         # Create nii object for results:
         niiOut = nb.Nifti1Image(aryPrfRes[..., idxOut],
                                 aryAff,",Added variable for number of exproted maps.,rag_few_shot,Refactor: Use variable for number of exported maps.
"diff --git a/tools/driver_tests.py b/tools/driver_tests.py
index <HASH>..<HASH> 100755
--- a/tools/driver_tests.py
+++ b/tools/driver_tests.py
@@ -51,8 +51,15 @@ def capped(db):
         collection2.insert({""dashes"": str})
         str += ""-""
 
+def count1(db):
+    print db.test1.find().count()
+    print db.test2.find().count()
+    print db.test3.find({""i"": ""a""}).count()
+    print db.test3.find({""i"": 3}).count()
+    print db.test3.find({""i"": {""$gte"": 67}}).count()
+
 def main(test, out_file):
-    db = Connection()[test]
+    db = Connection().driver_test_framework
     test_function = globals()[test]
     try:
         begin = datetime.datetime.now()",update driver tests script to use default db and add count1 test,rag_few_shot,Update driver tests script to use default db and add count1 test
"diff --git a/multiqc/modules/picard/HsMetrics.py b/multiqc/modules/picard/HsMetrics.py
index <HASH>..<HASH> 100644
--- a/multiqc/modules/picard/HsMetrics.py
+++ b/multiqc/modules/picard/HsMetrics.py
@@ -158,7 +158,7 @@ def parse_reports(self):
             assert len(covs) > 0
             covs = [str(i) for i in covs]
             log.debug(""Custom Picard coverage thresholds: {}"".format("", "".join([i for i in covs])))
-        except (AttributeError, TypeError, AssertionError):
+        except (KeyError, AttributeError, TypeError, AssertionError):
             covs = [""30""]
         for c in covs:
             self.general_stats_headers[""PCT_TARGET_BASES_{}X"".format(c)] = {",Picard HsMetrics - tolerate KeyError from missing picard config,rag_few_shot,Picard HsMetrics - tolerate KeyError from missing picard config
"diff --git a/scss/types.py b/scss/types.py
index <HASH>..<HASH> 100644
--- a/scss/types.py
+++ b/scss/types.py
@@ -152,6 +152,9 @@ class Undefined(Null):
     def __rfloordiv__(self, other):
         return self
 
+    def __mul__(self, other):
+        return self
+
     def __rmul__(self, other):
         return self",Added __mul__ op to Undefined,rag_few_shot,Added __mul__ op to Undefined
"diff --git a/bcbio/ngsalign/tophat.py b/bcbio/ngsalign/tophat.py
index <HASH>..<HASH> 100644
--- a/bcbio/ngsalign/tophat.py
+++ b/bcbio/ngsalign/tophat.py
@@ -383,6 +383,8 @@ def fix_insert_size(in_bam, config):
     bam_handle= bam.open_samfile(in_bam)
     header = bam_handle.header.copy()
     rg_dict = header['RG'][0]
+    if 'PI' not in rg_dict:
+        return in_bam
     PI = int(rg_dict.get('PI'))
     PI = PI + 2*read_length
     rg_dict['PI'] = PI",Skip fixing the PI read group if it does not exist.,rag_few_shot,Handle missing PI read group in fix_insert_size.
"diff --git a/sublimedsl/keymap.py b/sublimedsl/keymap.py
index <HASH>..<HASH> 100644
--- a/sublimedsl/keymap.py
+++ b/sublimedsl/keymap.py
@@ -368,5 +368,5 @@ def sort_dict(dic, key=lambda t: first(t)):
     return OrderedDict(sorted(dic.items(), key=key))
 
 
-def jsonify(self, indent=2, **kwargs):
-    return json.dumps(self, cls=KeymapJSONEncoder, indent=indent, **kwargs)
+def jsonify(obj, indent=2, **kwargs):
+    return json.dumps(obj, cls=KeymapJSONEncoder, indent=indent, separators=(',', ': '), **kwargs)","Don't relay on default separators in json.dumps

The default separators was changed in Python <I>.",rag_few_shot,"Fix: Pass object to jsonify function instead of self

The `jsonify` function should accept the object to be serialized as an argument, rather than assuming it's a method of the object itself."
"diff --git a/clustergrammer_widget/_version.py b/clustergrammer_widget/_version.py
index <HASH>..<HASH> 100644
--- a/clustergrammer_widget/_version.py
+++ b/clustergrammer_widget/_version.py
@@ -1,2 +1,2 @@
-version_info = (0, 1, 3, 'dev')
+version_info = (0, 1, 4, 'dev')
 __version__ = '.'.join(map(str, version_info))","<I> clustergrammer_widget is compatable with Python 2 and 3, no changes in widget API",rag_few_shot,update version to 0.1.4
"diff --git a/squad/settings.py b/squad/settings.py
index <HASH>..<HASH> 100644
--- a/squad/settings.py
+++ b/squad/settings.py
@@ -381,10 +381,11 @@ if SENTRY_DSN:
     try:
         import sentry_sdk
         from sentry_sdk.integrations.django import DjangoIntegration
+        from sentry_sdk.integrations.celery import CeleryIntegration
         from squad.version import __version__ as squad_version
         sentry_sdk.init(
             dsn=SENTRY_DSN,
-            integrations=[DjangoIntegration()],
+            integrations=[DjangoIntegration(), CeleryIntegration()],
             release='%s@%s' % (os.getenv('ENV', 'squad'), squad_version),
         )
     except ImportError:",settings: add CeleryIntegration to sentry,rag_few_shot,settings: add CeleryIntegration to sentry
"diff --git a/tests/lib/testcore.py b/tests/lib/testcore.py
index <HASH>..<HASH> 100644
--- a/tests/lib/testcore.py
+++ b/tests/lib/testcore.py
@@ -22,6 +22,10 @@ class TestCore(TestHelper):
     def f(self, *args):
         return gettestcwd(""tests"", ""files"", *args)
 
+    def testCoreDataMode(self):
+        c = Core(source_data = 3.14159, schema_data = {""type"": ""number""} )
+        c.run_core()
+
     def testCore(self):
         # Test sequence with only string values
         c = Core(source_file = self.f(""1a.yaml""), schema_file = self.f(""1b.yaml"") )",Added new test for source_data and schema_data input variables to core,rag_few_shot,Added new test for source_data and schema_data input to Core
"diff --git a/src/ocrmypdf/_sync.py b/src/ocrmypdf/_sync.py
index <HASH>..<HASH> 100644
--- a/src/ocrmypdf/_sync.py
+++ b/src/ocrmypdf/_sync.py
@@ -288,6 +288,7 @@ def exec_concurrent(context: PdfContext):
     pdf = ocrgraft.finalize()
 
     # PDF/A and metadata
+    log.info(""Postprocessing..."")
     pdf = post_process(pdf, context)
 
     # Copy PDF file to destination","Add ""Postprocessing"" message as a hint for long Ghostscript runs",rag_few_shot,"Add ""Postprocessing"" message for sequential execution mode"
