hash,diff,message,project,split,diff_languages
cb1a4ffdc85e3c379bf894c2a2a8b9ccad9e2d13,"diff --git a/concrete/src/Editor/CkeditorEditor.php b/concrete/src/Editor/CkeditorEditor.php
index <HASH>..<HASH> 100644
--- a/concrete/src/Editor/CkeditorEditor.php
+++ b/concrete/src/Editor/CkeditorEditor.php
@@ -335,8 +335,7 @@ EOL;
      */
     public function requireEditorAssets()
     {
-        $this->assets->requireAsset('core/file-manager');
-        $this->assets->requireAsset('editor/ckeditor4');
+        $this->assets->requireAsset('ckeditor');
 
         $plugins = $this->pluginManager->getSelectedPluginObjects();",Making CKEditor work again in <I> branch,concrete5_concrete5,train,php
00d597f9583e4a32ebaf6cbab1c655f6cc2889cc,"diff --git a/Tests/Functional/Configuration/PageFinderTest.php b/Tests/Functional/Configuration/PageFinderTest.php
index <HASH>..<HASH> 100644
--- a/Tests/Functional/Configuration/PageFinderTest.php
+++ b/Tests/Functional/Configuration/PageFinderTest.php
@@ -19,12 +19,12 @@ class PageFinderTest extends FunctionalTestCase
     /**
      * @var \Tx_Oelib_TestingFramework
      */
-    private $testingFramework;
+    private $testingFramework = null;
 
     /**
      * @var \Tx_Oelib_PageFinder
      */
-    private $subject;
+    private $subject = null;
 
     protected function setUp()
     {","[CLEANUP] Add missing null initializations to the page finder test (#<I>)

[ci skip]",oliverklee_ext-oelib,train,php
a30b907f2c2de26dbf215824fc46da807b326aae,"diff --git a/code/dispatcher/response/transport/stream.php b/code/dispatcher/response/transport/stream.php
index <HASH>..<HASH> 100644
--- a/code/dispatcher/response/transport/stream.php
+++ b/code/dispatcher/response/transport/stream.php
@@ -176,7 +176,7 @@ class DispatcherResponseTransportStream extends DispatcherResponseTransportHttp
      */
     public function sendContent(DispatcherResponseInterface $response)
     {
-        if ($response->isSuccess())
+        if ($response->isSuccess() && $response->isStreamable())
         {
             //For a certain unmentionable browser
             if(ini_get('zlib.output_compression')) {",#<I>: Make sure response is streamable first,timble_kodekit,train,php
6ac8bb977aa0999c3705369e6d818100cff11032,"diff --git a/app/SymfonyRequirements.php b/app/SymfonyRequirements.php
index <HASH>..<HASH> 100644
--- a/app/SymfonyRequirements.php
+++ b/app/SymfonyRequirements.php
@@ -678,7 +678,7 @@ class SymfonyRequirements extends RequirementCollection
         if (class_exists('PDO')) {
             $drivers = PDO::getAvailableDrivers();
             $this->addRecommendation(
-                count($drivers),
+                count($drivers) > 0,
                 sprintf('PDO should have some drivers installed (currently available: %s)', count($drivers) ? implode(', ', $drivers) : 'none'),
                 'Install <strong>PDO drivers</strong> (mandatory for Doctrine).'
             );",Fixed tiny Scrutinizer-CI issue - already merged the fix upstream.,Sylius_Sylius,train,php
db7a816ea218aecaf20199a741083647eacc5d9a,"diff --git a/Server.php b/Server.php
index <HASH>..<HASH> 100644
--- a/Server.php
+++ b/Server.php
@@ -5,6 +5,7 @@ namespace React\Socket;
 use Evenement\EventEmitter;
 use React\EventLoop\LoopInterface;
 
+// Events: connection
 class Server extends EventEmitter implements ServerInterface
 {
     public $master;
diff --git a/ServerInterface.php b/ServerInterface.php
index <HASH>..<HASH> 100644
--- a/ServerInterface.php
+++ b/ServerInterface.php
@@ -4,6 +4,7 @@ namespace React\Socket;
 
 use Evenement\EventEmitterInterface;
 
+// Events: connection
 interface ServerInterface extends EventEmitterInterface
 {
     public function listen($port, $host = '127.0.0.1');",Document events at the top of each EventEmitter class,reactphp_socket,train,"php,php"
b3f996ce62f7045eeabed7109f07a0be55ccb9e7,"diff --git a/page.php b/page.php
index <HASH>..<HASH> 100755
--- a/page.php
+++ b/page.php
@@ -1,6 +1,5 @@
 <?php
 /**
- * Template Name: Blog Archive
  * Author: Coby Tamayo
  */
 
@@ -10,4 +9,3 @@ $data = $site->get_context_with_post( new Project\Page() );
 // Render the default view
 Timber::render( 'page.twig', $data );
 
-?>
\ No newline at end of file","let page.php show up as ""Default"" page template",sitecrafting_groot,train,php
93d50fac81dd1bd9a0cc265ea4d9c29aec676810,"diff --git a/src/Refinery29.php b/src/Refinery29.php
index <HASH>..<HASH> 100644
--- a/src/Refinery29.php
+++ b/src/Refinery29.php
@@ -9,7 +9,7 @@
 
 namespace Refinery29\CS\Config;
 
-use Symfony\CS\Config;
+use PhpCsFixer\Config;
 
 class Refinery29 extends Config
 {
diff --git a/test/Refinery29Test.php b/test/Refinery29Test.php
index <HASH>..<HASH> 100644
--- a/test/Refinery29Test.php
+++ b/test/Refinery29Test.php
@@ -9,8 +9,8 @@
 
 namespace Refinery29\CS\Config\Test;
 
+use PhpCsFixer\ConfigInterface;
 use Refinery29\CS\Config\Refinery29;
-use Symfony\CS\ConfigInterface;
 
 class Refinery29Test extends \PHPUnit_Framework_TestCase
 {",Fix: Namespace Symfony\CS has been renamed to PhpCsFixer,refinery29_php-cs-fixer-config,test,"php,php"
b9c458f9e09f62c208f0d8e5110caf90889cfc0d,"diff --git a/test/classes/phing/system/FileOutputStreamTest.php b/test/classes/phing/system/FileOutputStreamTest.php
index <HASH>..<HASH> 100644
--- a/test/classes/phing/system/FileOutputStreamTest.php
+++ b/test/classes/phing/system/FileOutputStreamTest.php
@@ -43,7 +43,7 @@ class FileOutputStreamTest extends PHPUnit_Framework_TestCase {
     }
     
     public function tearDown() {
-    	FileSystem::unlink($this->tmpFile->getAbsolutePath());
+    	FileSystem::getFileSystem()->unlink($this->tmpFile->getAbsolutePath());
     }
     
     public function assertFileContents($contents)",unlink() shouldn't be used static,phingofficial_phing,train,php
259391619f41a3a665967f29238c795b5de85b64,"diff --git a/src/Entity/DateRangeNoPropTrait.php b/src/Entity/DateRangeNoPropTrait.php
index <HASH>..<HASH> 100644
--- a/src/Entity/DateRangeNoPropTrait.php
+++ b/src/Entity/DateRangeNoPropTrait.php
@@ -62,8 +62,16 @@ trait DateRangeNoPropTrait
      */
     public function setEndDate(\DateTime $date = null)
     {
-        $this->endDate = $date ?: new \DateTime('1900-01-01 00:00:00');
+        $this->endDate = $date ?: new \DateTime($this->getDefaultDate());
 
         return $this;
     }
+
+    /**
+     * @return \DateTime
+     */
+    public function getDefaultDate()
+    {
+        return new \DateTime();
+    }
 }",Allow date range default date to be set by child class,johnpancoast_php-common,train,php
023a197292d15928c2489a6ad3d7684479295cf5,"diff --git a/Tests/ContainerTest.php b/Tests/ContainerTest.php
index <HASH>..<HASH> 100644
--- a/Tests/ContainerTest.php
+++ b/Tests/ContainerTest.php
@@ -54,6 +54,20 @@ class ContainerTest extends \PHPUnit_Framework_TestCase
 	}
 
 	/**
+	 * Tests the constructor.
+	 *
+	 * @return  void
+	 *
+	 * @since   1.0
+	 */
+	public function testConstructorWithConfig()
+	{
+		$this->fixture = new Container(array('foo' => 'bar'));
+
+		$this->assertAttributeEquals(array('default.shared' => true, 'foo' => 'bar'), 'config', $this->fixture);
+	}
+
+	/**
 	 * Tests the set method with bad callback.
 	 *
 	 * @return  void",One more test for the constructor. I'm done this time. I swear.,joomla-framework_di,train,php
2129aa6e71f5c48a97dc64ef26719261455d094d,"diff --git a/ext_emconf.php b/ext_emconf.php
index <HASH>..<HASH> 100644
--- a/ext_emconf.php
+++ b/ext_emconf.php
@@ -13,7 +13,7 @@ $EM_CONF[$_EXTKEY] = array(
     'state' => 'stable',
     'uploadfolder' => 0,
     'clearCacheOnLoad' => 0,
-    'version' => '1.5.7',
+    'version' => '1.6.1',
     'constraints' => array(
         'depends' => array(
             'typo3' => '6.2.0-7.6.99',",[TASK] updated version to <I>,AOEpeople_TYPO3_Restler,train,php
96727bc48ebaea4648edd9015b132d8ab46988e3,"diff --git a/modules/admin/src/ngrest/plugins/Textarea.php b/modules/admin/src/ngrest/plugins/Textarea.php
index <HASH>..<HASH> 100644
--- a/modules/admin/src/ngrest/plugins/Textarea.php
+++ b/modules/admin/src/ngrest/plugins/Textarea.php
@@ -76,6 +76,8 @@ class Textarea extends \admin\ngrest\base\Plugin
             $this->_markdownParser = new GithubMarkdown();
             $this->_markdownParser->enableNewlines = true;
         }
+        
+        return $this->_markdownParser;
     }
     
     /**",fixed bug where markdown method does not return the object.,luyadev_luya,train,php
b941f61ad6f27f8b884e900a543f75ab2a684bdd,"diff --git a/DependencyInjection/SonataClassificationExtension.php b/DependencyInjection/SonataClassificationExtension.php
index <HASH>..<HASH> 100644
--- a/DependencyInjection/SonataClassificationExtension.php
+++ b/DependencyInjection/SonataClassificationExtension.php
@@ -106,9 +106,8 @@ class SonataClassificationExtension extends Extension
      */
     public function registerDoctrineMapping(array $config)
     {
-
         foreach ($config['class'] as $type => $class) {
-            if (!class_exists($class)) {
+            if ('media' !== $type && !class_exists($class)) {
                 return;
             }
         }",Fixed mapping issue if MediaBundle is not installed,sonata-project_SonataClassificationBundle,val,php
e72b27b2b38f50eb0523502b03b866cb07804036,"diff --git a/src/Client.php b/src/Client.php
index <HASH>..<HASH> 100644
--- a/src/Client.php
+++ b/src/Client.php
@@ -180,8 +180,8 @@ class Client {
         $data = array(
             'eMailAddress' => $this->username,
             'password' => $this->password,
-            'locale' => 'fr_CH',
-            'timeZone' => 'Europe/Zurich',
+            'locale' => $this->locale,
+            'timeZone' => date_default_timezone_get(),
         );
         $response = $this->doPost('https://doodle.com/np/mydoodle/logister', $data);",[TASK] Proper timezone and locale,xperseguers_doodle_client,train,php
2bebbe348a3f9c738f905a1a00a000d4f8d492c0,"diff --git a/code/controller/context/context.php b/code/controller/context/context.php
index <HASH>..<HASH> 100644
--- a/code/controller/context/context.php
+++ b/code/controller/context/context.php
@@ -16,6 +16,16 @@
 class KControllerContext extends KCommand implements KControllerContextInterface
 {
     /**
+     * Constructor.
+     *
+     * @param  array|\Traversable  $attributes An associative array or a Traversable object instance
+     */
+    public function __construct($attributes = array())
+    {
+        KObjectConfig::__construct($attributes);
+    }
+
+    /**
      * Get the request object
      *
      * @return KControllerRequestInterface",re #<I> - Override ControllerContext constructor to only accept an array of attributes,timble_kodekit,train,php
431b634a526a483082aa831d9ea87f6af1946772,"diff --git a/RoboFile.php b/RoboFile.php
index <HASH>..<HASH> 100644
--- a/RoboFile.php
+++ b/RoboFile.php
@@ -224,7 +224,7 @@ class RoboFile extends \Robo\Tasks
     {
         $this->composerJson = json_decode(file_get_contents('composer.json'), true);
 
-        return new version($composerJson['version'] ?? '0.0.0');
+        return new version($this->composerJson['version'] ?? '0.0.0');
     }
 
     /**",build(robo): fix issue where retrieved package version was incorrect,shawm11_iron-crypto-php,train,php
4ad5885514cf0ce00465574cf8fd55b8cb344eb0,"diff --git a/src/Zepi/Turbo/Response/Response.php b/src/Zepi/Turbo/Response/Response.php
index <HASH>..<HASH> 100644
--- a/src/Zepi/Turbo/Response/Response.php
+++ b/src/Zepi/Turbo/Response/Response.php
@@ -250,7 +250,7 @@ class Response
             return;
         }
         
-        if (strpos($target, 'http://') === false) {
+        if (!preg_match('/http(s?)\:\/\//', $target)) {
             $target = $this->request->getFullRoute($target);
         }",Replaced a protocol check with a regular expression check,zepi_turbo,train,php
8fbfd7993135bb647e1bf81fd7286b2f7242288e,"diff --git a/src/ConsoleApplication.php b/src/ConsoleApplication.php
index <HASH>..<HASH> 100644
--- a/src/ConsoleApplication.php
+++ b/src/ConsoleApplication.php
@@ -8,7 +8,7 @@ class ConsoleApplication extends Application
 {
     public function __construct()
     {
-        parent::__construct('PHPUnit Watcher', '1.3.6');
+        parent::__construct('PHPUnit Watcher', '1.5.0');
 
         $this->add(new WatcherCommand());
     }",Updated program version string (#<I>),spatie_phpunit-watcher,train,php
35a41edf1ca5340bdf098c83cd61c026d5942091,"diff --git a/src/ServiceProvider/ConfigServiceProvider.php b/src/ServiceProvider/ConfigServiceProvider.php
index <HASH>..<HASH> 100644
--- a/src/ServiceProvider/ConfigServiceProvider.php
+++ b/src/ServiceProvider/ConfigServiceProvider.php
@@ -68,6 +68,6 @@ class ConfigServiceProvider
      */
     private function getParser(string $extension): ParserInterface
     {
-        return $extension === 'yml' ? new YamlParser() : new JsonParser();
+        return $extension === 'json' ? new JsonParser() : new YamlParser();
     }
 }",fix bug with yaml support,octolabot_Kilex,train,php
0747b8ca05fe8a8ee8448320287702df7cbfe657,"diff --git a/src/PHPMailer.php b/src/PHPMailer.php
index <HASH>..<HASH> 100644
--- a/src/PHPMailer.php
+++ b/src/PHPMailer.php
@@ -4105,12 +4105,12 @@ class PHPMailer
             //Is it a valid IPv4 address?
             return filter_var($host, FILTER_VALIDATE_IP, FILTER_FLAG_IPV4) !== false;
         }
-        if (filter_var('http://' . $host, FILTER_VALIDATE_URL) !== false) {
+        return (bool) (filter_var('http://' . $host, FILTER_VALIDATE_URL) !== false) 
             //Is it a syntactically valid hostname?
-            return true;
-        }
+             
+        
 
-        return false;
+         ;
     }
 
     /**","simplified if return

Simplify if control structures that return the boolean result of their condition.",PHPMailer_PHPMailer,train,php
27012909d2e2247bcaef50559562ecbf7483a8f8,"diff --git a/src/Email/MemberConfirmationEmail.php b/src/Email/MemberConfirmationEmail.php
index <HASH>..<HASH> 100644
--- a/src/Email/MemberConfirmationEmail.php
+++ b/src/Email/MemberConfirmationEmail.php
@@ -155,8 +155,7 @@ class MemberConfirmationEmail extends Email
                 singleton(Security::class)->Link('login')
             ),
             '$ConfirmLink'    => Controller::join_links(
-                $absoluteBaseURL,
-                $page->Link('confirm'),
+                $this->page->AbsoluteLink('confirm'),
                 $member->ID,
                 ""?key={$member->ValidationKey}""
             ),","FIX: Duplicating email confirmation link (#<I>)

This is the same as <URL>",symbiote_silverstripe-memberprofiles,val,php
485a346fd4ec4270b172f706564cd1f86c1d0e7e,"diff --git a/utils/make-phar.php b/utils/make-phar.php
index <HASH>..<HASH> 100644
--- a/utils/make-phar.php
+++ b/utils/make-phar.php
@@ -97,6 +97,7 @@ foreach ( $finder as $file ) {
 }
 
 add_file( $phar, WP_CLI_ROOT . '/vendor/autoload.php' );
+add_file( $phar, WP_CLI_ROOT . '/ci/behat-tags.php' );
 add_file( $phar, WP_CLI_ROOT . '/utils/get-package-require-from-composer.php' );
 add_file( $phar, WP_CLI_ROOT . '/vendor/rmccue/requests/library/Requests/Transport/cacert.pem' );",Make sure to include `behat-tags.php` in the Phar build,wp-cli_export-command,val,php
8be4c92316ff3cbcdae70983e0662a34e93af4a4,"diff --git a/src/Symfony/Component/Console/Tests/Helper/ProcessHelperTest.php b/src/Symfony/Component/Console/Tests/Helper/ProcessHelperTest.php
index <HASH>..<HASH> 100644
--- a/src/Symfony/Component/Console/Tests/Helper/ProcessHelperTest.php
+++ b/src/Symfony/Component/Console/Tests/Helper/ProcessHelperTest.php
@@ -78,6 +78,9 @@ EOT;
 EOT;
 
         $errorMessage = 'An error occurred';
+        if (defined('PHP_WINDOWS_VERSION_BUILD')) {
+            $successOutputProcessDebug = str_replace(""'"", '""', $successOutputProcessDebug);
+        }
 
         return array(
             array('', 'php -r ""echo 42;""', StreamOutput::VERBOSITY_VERBOSE, null),",[Console] Fix test on windows,symfony_symfony,test,php
ce5e677a9bc3dde505b186b57b9084b1fe89467d,"diff --git a/tests/Cache/ApcCacheTest.php b/tests/Cache/ApcCacheTest.php
index <HASH>..<HASH> 100644
--- a/tests/Cache/ApcCacheTest.php
+++ b/tests/Cache/ApcCacheTest.php
@@ -30,4 +30,9 @@ class ApcCacheTest extends AbstractCacheTest
 
         return $cache;
     }
+
+    public function testCacheTtl()
+    {
+        $this->markTestSkipped(""APC will only expunged its cache on the next request"");
+    }
 }
\ No newline at end of file",skip ttl test on APC test case cause APC will only expunged its cache on the next request,moust_silex-cache-service-provider,train,php
985a2eb10261a8a80fa07531492c2dd8e486fc6b,"diff --git a/src/Services/Issues.php b/src/Services/Issues.php
index <HASH>..<HASH> 100644
--- a/src/Services/Issues.php
+++ b/src/Services/Issues.php
@@ -3,6 +3,7 @@
 namespace TZK\Taiga\Services;
 
 
+use TZK\Taiga\RestClient;
 use TZK\Taiga\Service;
 
 class Issues extends Service {
@@ -13,11 +14,11 @@ class Issues extends Service {
      *
      * @param RestClient $root
      */
-    public function __construct($root) {
+    public function __construct(RestClient $root) {
         parent::__construct($root, 'issues');
     }
 
-    public function getAll(array $param = []) {
+    public function getList(array $param = []) {
         return $this->get(null, $param);
     }","Renaming getAll method to getList

Aim is to remain coherent with the rest of the services",TZK-_TaigaPHP,train,php
59f4eb6b60901a41513372dd890203b0b82edf81,"diff --git a/lib/custom/config/mshop/customer.php b/lib/custom/config/mshop/customer.php
index <HASH>..<HASH> 100644
--- a/lib/custom/config/mshop/customer.php
+++ b/lib/custom/config/mshop/customer.php
@@ -316,7 +316,7 @@ return array(
 						fos.""birthday"" AS ""customer.birthday"", fos.""enabled"" AS ""customer.status"",
 						fos.""vdate"" AS ""customer.vdate"", fos.""password"" AS ""customer.password"",
 						fos.""ctime"" AS ""customer.ctime"", fos.""mtime"" AS ""customer.mtime"",
-						fos.""editor"" AS ""customer.editor"", fos.""roles"", fos.""salt"", fos.*
+						fos.""editor"" AS ""customer.editor"", fos.""roles"", fos.""salt""
 					FROM ""fos_user"" AS fos
 					:joins
 					WHERE :cond",Don't add all fields twice by default,aimeos_ai-fosuser,test,php
c3a076755943145a6ea113de4b868b6e55d5959c,"diff --git a/code/libraries/koowa/controller/behavior/discoverable.php b/code/libraries/koowa/controller/behavior/discoverable.php
index <HASH>..<HASH> 100644
--- a/code/libraries/koowa/controller/behavior/discoverable.php
+++ b/code/libraries/koowa/controller/behavior/discoverable.php
@@ -68,7 +68,7 @@ class KControllerBehaviorDiscoverable extends KControllerBehaviorAbstract
         
         foreach($methods as $method => $actions) 
         {
-           if(is_array($actions)) {
+           if(is_array($actions) && !empty($actions)) {
                $result = str_replace($method, $method.' ['.implode(', ', $actions).']', $result);
            }     
         }",Don't return an list of actions if no actions are defined.,joomlatools_joomlatools-framework,val,php
9b4449b8b6eb4a593564decf990fa1a2cd89b09e,"diff --git a/src/Form/Field/Image.php b/src/Form/Field/Image.php
index <HASH>..<HASH> 100644
--- a/src/Form/Field/Image.php
+++ b/src/Form/Field/Image.php
@@ -45,4 +45,17 @@ class Image extends File
 
         return $path;
     }
+
+    /**
+     * force file type to image
+     * @param $file
+     * @return array|bool|int[]|string[]
+     */
+    public function guessPreviewType($file)
+    {
+        $extra = parent::guessPreviewType($file);
+        $extra['type'] = 'image';
+
+        return $extra;
+    }
 }",force file type to image with Image field,z-song_laravel-admin,test,php
ed6d73c1f84f2ca64319131289cc989b9b7a7d33,"diff --git a/src/Form/Control.php b/src/Form/Control.php
index <HASH>..<HASH> 100644
--- a/src/Form/Control.php
+++ b/src/Form/Control.php
@@ -4,6 +4,8 @@ declare(strict_types=1);
 
 namespace Atk4\Ui\Form;
 
+use Atk4\Data\Field;
+use Atk4\Data\Model;
 use Atk4\Data\Model\EntityFieldPair;
 use Atk4\Ui\Exception;
 use Atk4\Ui\Form;
@@ -19,9 +21,7 @@ class Control extends View
      */
     public $form;
 
-    /**
-     * @var EntityFieldPair
-     */
+    /** @var EntityFieldPair<Model, Field> */
     public $entityField;
 
     /** @var string */",Adjust to EntityFieldPair generics for Phpstan (#<I>),atk4_ui,train,php
e2109a679d799755f6e71d5c914ef70a745821e8,"diff --git a/src/Message/RapidResponse.php b/src/Message/RapidResponse.php
index <HASH>..<HASH> 100644
--- a/src/Message/RapidResponse.php
+++ b/src/Message/RapidResponse.php
@@ -52,4 +52,12 @@ class RapidResponse extends AbstractResponse implements RedirectResponseInterfac
 
         return null;
     }
+
+    /**
+     * Get InvoiceNumber - merchant reference for a transaction
+     */
+    public function getInvoiceNumber()
+    {
+        return $this->data['InvoiceNumber'];
+    }
 }",Add getInvoiceNumber for merchant's reference of a particular transaction.,thephpleague_omnipay-eway,val,php
e7732f9fdfff953d433bb0d8827612db896be960,"diff --git a/src/ExpandedSingles.php b/src/ExpandedSingles.php
index <HASH>..<HASH> 100755
--- a/src/ExpandedSingles.php
+++ b/src/ExpandedSingles.php
@@ -45,11 +45,12 @@ class ExpandedSingles extends Plugin
 
         $this->_registerComponents();
         $this->_registerLogTarget();
-        $this->_registerCpRoutes();
 
         if (!Craft::$app->getRequest()->getIsCpRequest()) {
             return;
         }
+        
+        $this->_registerCpRoutes();
 
         // Modified the entry index sources
         Event::on(Entry::class, Element::EVENT_REGISTER_SOURCES, function(RegisterElementSourcesEvent $event) {",Add checks for registering events for performance,verbb_expanded-singles,train,php
